tweet_id_new,text
637,"RT :  hello, we are here to help you with this problem. Please follow and send a direct message  for assistan…"
638,"Dell is very much lacking in Customer Service ethics. There Customer Service is horrible.
          #boycottdell #FraudAlert #BanDellInIndia"
639," Hi Mitch, please send us a DM via  or , and we'll look into this for you"
640, Otherwise i buy new Windows 11 or 10 Laptop!!!
641, Done.
642," Isn't this fantastic that no will take responsibility for this issue.   you can be sure that if you're making me come all the way to the store I will be walking out with a laptop, a charger and cord for no additional cost.  If  isn't paying, you are."
643, Already wasted 100s of hours on all you tech companies and now tired.
644," Trying to make Dell solve an issue with my laptop. I’ve been trying to solve it for almost two months, but with  as a Costumer Service it has been impossible. #dell #Dell #Delldoesnotcare"
645, I don't trust ur products how I can trust ur agent same sh... different wa...
646, is there a ETA when the JLab Play Gaming Wireless Headset be back in stock?
647,     Hey do you have example command line ?
648,     .  sold defective products to indian customers. #Dellcheated. My worse  experience with .  is a fraud company. https://t.co/g0ethgf7aJ https://t.co/WeI4HhOf5c
649," Sure, But I have provided all the personal information as I am continuously in touch with the consumer forum for this issue, Let's see."
650,"  Is it acceptable for your to 'freeze' money on my credit card, which to me is as good as making payment? Then a week later to cancel it?

#fraud ?"
651,"  please try to solve my dell laptop repair or any technical issue 
I already took my laptop through dpduk 
Still local technical support team didn't contacted me with the issue 
They send me auto generated email and missed call"
652, HELP
653,"       
Guys See how dell team is denying to requests for service even in warranty. &amp; even after 25 days they now telling to purchase parts for the parts in warranty.
Think before buying. https://t.co/wtPydqHXT0"
654," I spoke with them on the phone. I have another call scheduled tomorrow but the employee implied that an additional conversation will go nowhere, and I am out of luck with a relatively new, yet out of warranty laptop. This replacement is less than 1 year old. Very unfortunate."
655,"RT : Hey Dell India, why make it so painful to buy your computers? It’s almost like you want to reject paying customers. Why…"
656," hi Dell, need your help urgently"
657," Only 1 ? I Have for you is the default out of box computrace set to:
Deactivate
Disable 
Activated"
660, I would like the official channel to raise a complaint. Please advise what is the complaints procedure
661,"RT :          

I have told you the…"
662,"RT :    We have tried sending you a direct message, but we are unable to send it, please follow @…"
664,"RT :    yes they do this a lot.  will even take your shipping label, put it on a different packa…"
665,  Same thing happened to me. Apparently with the Inspirion 15 3000 it's happening to some customers after only a few months. They should change  to @/delldoesntgiveashit
666, Your  account should probably be labelled  because that's how I'm feeling here
667," 

Now finally someone calls back* to inform that the various offers aren't available.

How's it possible for certain information to be visible in public domain for over a week but now your corporate rep claiming otherwise?!

2a/2"
668, tells me my warranty is out which is all the more reason they shouldn’t be installing crap without permission right? https://t.co/kpwsELvHTm
669,Nothing is secret. My case no 153987242 dt 17 Oct but no result till date. This is standard of Dell service in India https://t.co/WBxCwUxi1h
671, But I paid amount while purchasing a laptop
672, HTQN1Q3 this is my service tag
673, I have not to say to you your consultants can’t read any of my messages clearly! Fetch your fault device! Give me a new one or my money back! I have never had such a bad experience with a laptop!
674,  My laptop hinge was broken recently and got replaced with the new display. But the display which I got is refurbished. Edges of the display is white shaded. It's not black like original one. Very bad customer service. Didn't expect this from dell
675,  so fraud people dell are i request people to boycott there products and services such shameless people you are
676, I HAVE BEEN WAITING FOR YOU LOWLIFE SCAMMER TO SEND ME BACK MY LAPTOP. YOU REFUSED TO DO SO. I MESSAGED 4 DAYS AGO. NO REPLY. WHAT THE FUCK DO I HAVE TO DO FOR YOU TO SEND ME BACK MY LAPTOP. I REFUSED THE QUOTE SO STOP THE NONSENSE.
677," Already gave it to dell technical support team, I wrote the invoice number in my tweet, so I believe you can get the service tag from there."
678,"    Dell Laptop service tag- 8LLZYP3 purchased in May 2022. TOUCHPAD stopped working then HARD DRIVE stopped working. After repairing,it became VERY SLOW now TOUCHPAD stopped working . Dell cheated us,now support team is making fool of us"
679,"Once again I have had no response to an open SR (155856044) .... this is embarrassing for   who obviously don't care - just because I'm a SME and don't make them any money, does not mean my business is not important"
680, I have not received any DM from your side…
681," WHAT IS ""ACCESS LIMITATION""? . IS IT COMPANY POLICY FOR YOUR CUSTOMER SERVICE REPRESENTATIVES TO CONTINUALLY LIE TO YOUR CUSTOMERS?"
682,  such a fraud and fake service providers they are they destroyed my whole laptop shameless people case no 154895371 Service tag BVZ6JZ2
683, When team will reply to my problem?
685," Hi , sorry to hear about your experience redeeming your rewards.  please investigate."
686,"On 26th June I started a long odysee with  via twitter, in which each week I have to start over explaining the same things again and again #TheGroundhogDay"
687,     That's a good start. I can get you more details on Monday.
688," 
Disappointing rather than asking your team to contact and resolve the issue your diplomatically asking to delete the tweet.
Please note no one from your team neither contacted nor resolved the issue from last 24 hours. https://t.co/QyGiTt6OSk"
689, please help me!! Just bought Alienware 920H and have not been able to pair them with PS5. Are they not compatible???
690," Hi Betty, we're very sorry to hear this feedback, and please send us a DM via  or , so we can look into your situation"
692,      .  sold defective products to indian customers. #Dellcheated. My worse  experience with .  is a fraud company. https://t.co/g0ethgf7aJ https://t.co/33iNqcWbbH
693, B4QTR33 - PowerEdge T440 server.  Warranty shown on support site says expired.  Not true.  Was purchased with a 3-yr warranty. Order# 631691580 https://t.co/dDuaqQgMjq
694,ITS BULLRUN SZN BABY               https://t.co/wPpIC0HTm7
695, I need help
696, I don’t even remember seeing accidental warranty as an option when I bought!! But I am ready to spend for the part as there is no other option but Dell is not even giving me a date as to when part will be available! very poor management !
697, Have sent the message privately as requested
698,"Still waiting for the the reply,
Will battery be replaced or not.
Submitted the bill copy and battery no.

   
#DellSupport #BatteryReplacement #DellServiceCenter #DenyiedSupport
#PayForSupport https://t.co/OUzFUxgcXX"
699,           PLS. ARRANGE TO EITHER REPLACE/ EXCHANGE OR RECYCLE OLD HARDWARE MACHINES (DESKTOP/ LAPTOPS/ ROUTERS/ MODEMS ETC.) AT THE EARLIEST.THE MATTER IS URGENT.
700,I started facing troubles just 1 month after my purchase at that time I requested the tech team to provide me with a replacement but they denied it.I have never expected such a worst product quality from a well-reputed brand like dell    
701,  Not sure how that tagged you at all. Please forgive me and carry on 🤣 Have a nice day!
702, I have already sent it to you
703,"RT :     
We have also given the name of the parts by troubleshooting.But your Dell team…"
704," .
worst system cant set up sleep funcion!"
705," Do you have partner brands/affliliate portals info? 
"
706,     everyone don't buy laptops from Dell they are making fools of customers they are providing used and old parts in the service when we are facing any issue.#boycottdell
707,   They would do anything to keep the money in. Make noise about it.
708, laptop is hanged since half hour not allowing me to restart or shut too
709,"RT : 🧰 Damage to your laptop's screen isn't always apparent.

Here are tips on how to check your LCD for physical damage. #DellTi…"
711, I wrote you and gave my service tag over an hour ago and no one replied back. Great “service” and deceptive marketing from Dell
712,"RT : 🛑 Many issues can be resolved by updating either your #drivers or #BIOS.

👀 Our support site makes it easy to do.
#DellTips…"
713,"   I see you work at Dell. What can I do to get the people who need to know about this, to help make it better?"
714,My advice to people - NEVER buy  Their updates they make you do will ruin your sytem audio and then they won't bother fixing it.  is a joke.
715,   Whatever the apple products are overpriced but their quality and services are top notch!!
717," I definitely don't believe that. Why is Dell now lying to me? Reprocess the order. No clue what you mean by ""do not see any order that is replaced"", that doesn't make any sense."
719,  Following; looking forward to learning how they resolved this issue
720," #DellDoNotCareForCustomer
Case # 156143070
Got a call from support person, he gave me advice to buy part from local market as they do not have the same. Sounds like talking to a person who has one single small store and keep inventory of 2 pcs !!"
721,"  new Dell Display Manager 2 upgrade path from 1.x is not good. It doesn't remove 1.x. It also auto launches after install, prompting user to download/install .NET Core runtime (if missing). This installer change from Inno &gt; NSIS aren't admin friendly. https://t.co/XxjT3dvJNt"
723, I need help to buy a power adapter and lead for Inspiron 5480 AIO. Who do I order it from ?
724, Will Dell such a branded company provide justice to customer or just simple adds showing that its one of the best to unfaith customers
725, I tried but showing error to open the file
726, Nothing says “We Care” like being ignored. https://t.co/BWUI7wwEPn
727, There’s no assistance needed. Just simply don’t lack brain cells.
728," do you have bday company/brand samples,wrapped presents, grants, tickets resources,
email contacts?"
729," They opened Up a Case: CaseNo.154319491
IRN:DE2009-4025-52581.

Best Thing IS: almost every day i get a reminder from Dell, that my guarantee IS going To Exporte!
ServiceTagNo.BN1ML73
Express Service Code:25338061263"
730,"I think  wants to hire one of our newly certified Dell Technicians! 
     #noceilings https://t.co/DUDFWAQDuE"
731,"RT : No space on your drive? 💽
Create room with disk cleanup. 🧹

Learn more here: 👉 https://t.co/2OqQVDW8K4 👈
#DellTips #WindowsT…"
732,                is a scam. I’ve reported that the PC is old &amp; noisy a day after &amp; they sold me a software 2x that is not working using a point based shop designed to fail  to how many people are doing this  &amp; they are waiting for the warranty to expiry again https://t.co/SDo6lsKu9y
733, already but they donot give proper response shall i post screenshots??
734, I did not get any proper help from   we are In call from 1 hr
735,"Good morning . , Day 6 of tweeting why I won't ever order from your website ever again (or ever buy a Dell product) after being lied to repeatedly by your customer service. If  responds one more time without reprocessing my order, that account will be blocked. https://t.co/2FFXUgS5Tj https://t.co/HA5EuLXnJc"
736,  My mouse is in warranty period and it is not working properly. Plz suggest service centre for it. https://t.co/u36ZQ57KNN
737,"Looking for support yes, 
If I have my battery in warranty and I have visited to your service center tha why i have to pay for that?
   https://t.co/MUkVmzZeyK"
738,"Then they sent to third (3) rep, gave all the relate info, wait for their 5 mins background check, said need to talk to verify department, this is not the verify department. Sent me to the fourth (4) rep,  #boycottdell #FraudAlert   "
739,"RT : 🤒 Has a virus or other malware corrupted your PC?

Tap for help: ➡️ https://t.co/vnWvhhhGZt 👈
#DellTips #Malware #TechTips h…"
740, This is how you guys are doing time pass 👍 https://t.co/NRYICPqjBU
741," 
We bought a laptop from  in Oct 2022
Laptop is having hardware issues inside Audio Jack, Camera etcand we are not getting proper support from Dell service centre,neither from Dell customer support

Please arrange a customer support at my place immediately."
742,"  I noticed something wrong in the audio output selector. It should say 'headphones/external speakers' or similar, to be consistent with the pop-up when you plug a jack in? 'Headphones' isn't right as that's a specific option when plugging in? (cont.) https://t.co/eKhfWQsCzh"
743,"       Dell Delivering defected products &amp; regrettable services. following fell team for last ten days, case Id-155929190 still unresolved. Hope this message will awake deaf &amp; dumb officials of Dell"
744,  be careful with Dell orders-I got different low model but I paid more for the higher model and now Dell sales and support team said they can not do anything .I think   are better than  https://t.co/5nfAoaV8Q3
745,"     I am these replies from your support teams.
Does this make any sense in this situation?
Service is delayed a month and you guys still figuring out ETA, not even a technician visited me to see what the issue, it’s minor or major issue. https://t.co/lYbM7lJlj9"
746, over 4 hours with Dell customer service and have gotten nowhere #DellDoesntCare
748,"... unfortunately the Dell Command Service Tag number was different to my account, referring to a different machine ... 
I have spent hours online with  trying to get them to tell me how to update the service tag to the correct one, ensuring I get the correct updates .."
749," My Dell Inspiron 15 3511 Touch Pad is not working Properly. Requesting you to please replace the same.
Thankyou
Rishabh Pal"
750,   THE FIRST DAYS AFTER I PURCHASED 3/8/20 THIS CORRUPTED FLAWED DELL. THE SEVENTH(7TH) THAT I OWNED I REQUESTED A REPLACEMENT AND WAS DENIED TWO YEARS YOU ATTEMPTED TO REPAIR HOURS WEEKLY  REFURB UNACCEPTABLE 5000 CC 2B SENT ET AL. YOU OWE ME
751," You obviously don't care or wouldn't have removed a basic, essential feature."
752,  I think I know someone who is best at those kind of things I had some similar issues but  helped out he is highly recommended I can boldly say out of experience
753,Hi  I am trying to update the System BIOS (Version 2.26) on my computer (my computer being Dell Inspiron 3470) but it keeps failing. I have tired using the support assist app and also using the website to manually install. Here are the results: https://t.co/ZGfqkD6P5o
754,"can someone from your    marketing team get in touch with us from Solapur Maharashtra, we had some purchase requirements for pharma warehousing business"
755," Laptop display got shrunk 

 
Can someone from the team review and let Dell take accountability of the screen issues with Dell XPS 13 9360 laptop?

In my research, I found many users reporting the same issues. I spent a fortune for the laptop
https://t.co/36fmbcHhk5"
756,  i will not spare you people because of you people i have to bear losses you damaged my product
758,"RT : 💾 Did you receive a message about a hard drive error?

⚒️ #Dell's #SupportAssist app can help you fix that!

Learn more here…"
759, Ma'am i didn't received my invoice yet while I received my laptop.
761, I need help with my XPS 13’s screen. There is a taskbar line on the bottom that pushes everything on the screen up leading to some of it getting cut off. This also shows on the boot splash and in the bios https://t.co/2BAoTTnYWA
762," I dont need help. I heard you guys are working through it, I just thought it was kind of a crappy situation that happened. I just dont posses what makes an employee want to steal a 1tb 980 EVO out of a laptop. its like a 150 dollar drive."
764, It’s my information and I am posting it so obviously I am consenting to post it. You more concerned that you are being exposed for atrocious service!
765, I have not ordered during any offer
766,"  

Please help me!

I'm having some problems with my laptop."
767," Good morning  , I noticed may dell Inspiron 3583 was very slow and I tried resetting it. But after resetting the laptop is still very slow. Please kindly help as I can’t find anything helpful thing online."
768,  Try  on Instagram he can help
769," 2. c) Order finally shipped 4 days ago but the tracking number does not work
d) Spent 90 minutes on the phone being passed from Sales Support to Customer Care to Enterprise Customer Care only for them to tell me theres nothing they can do"
770," Please charged up   🙏🙏
Take my case on priority and resolve the issue with the request"
771, its been a month since I returned the laptop. The regional partners are taking way longer to process the refund. Supposed to be 10 days no as per your guidelines
772,"RT :   hi dell, my totally repairable Dell G7 is now E-Waste, just because of the missing service tag both the se…"
773,"It’s nothing but fraud marketing with cash back,later saying that product is not eligible! I need my cash back, won’t agree with your team demo #Dellcashbackfraud #XPS13 #Dell13 #laptop         https://t.co/WNmG4a43hb"
774, Hate dell support and Love Lenovo
775," My product shows that it is delivered but it i snot delivered, need your assistance asap..."
776," Firstly it has pointer issue, now the laptop turn off every hour, what should I do ??
   "
777,"Well, the latest update to my sage. #Alienware wants me to disassemble my old Dell Precision, remove the SSDs that an Alienware tech PUT IN THERE, place them BACK into the original machine that is getting RMA'd back to #Dell ... "
778,"RT : 🧑🏽‍💻 Here are a few tips and tricks that may help you get the most out of your #Windows11 PC.

Find more tips here: 👉 https:…"
779, Hello I texted your people. They sent me two bad links and then vanished. Tracks with the rest of my experience with your products and support.
780," We have tried sending you a direct message, but we are unable to send it, please follow  so that we can send a private message to you, as our interaction would involve sharing personally identifiable information."
781, Pls compliance district consumer dispute redressal commission Bhiwani Haryana or pay payment to complainant     https://t.co/zZiAsAtmuv
782, To ensure the happiness of computer users I'd suggest you stop making computers.
783, GOOD EVENING TO ALL MY FRIENDS I NEED YOUR SUPPORT AS MY CASE PENDING DISPOSAL BEFORE JUDICIARY/U O I FROM 14/4/1988 AFTER DETECTING BIGGEST SCAM OF INDIA AND SAVED EX CHEQUER OF OVER 300 CRORE OF RUPEES P/A THIS HAS BEEN TREATED AS AN OFFENCE BY J K HIGH COURT JAMMU
784, Please check your inbox.
785," no storage on my new computer, no support, keep asking me the same questions. And nothing works LOL Hello..."
786,"      Dell Delivering defected products &amp; regrettable services. following fell team for last ten days, case Id-155929190 still unresolved. Hope this message will awake deaf &amp; dumb officials of Dell."
787, There is cognitive dissonance in your behaviour. See attached images. Hopefully you won’t hold it against my 89 year old father. 🙄  https://t.co/lUT3pQHjJV
788, Need assistance with a battery replacement. ST# DZSC7Y2. Fusion ticket didn't get me very far. You can IM me on Teams.
789, Why do everytime I need a reply I have to come here? Yes my warranty expired but I still paid $70+ taxes to ship my laptop to you and I was willing to pay out of my pocket for the repair before your technicians tried scamming me by basically destroying my laptop and quote me $597
791," Its very disappointed that what kind of product is sold by Dell its bought in Oct 2021 been just a year and I started facing problems.Iwas asked to replace a part, had replaced paying Rs6726 but still the problem is https://t.co/30eQvxGeC1 been usedfor studying purpose https://t.co/bNkA93oTG2"
792,I have dell G15 laptop and i have in warranty period last time my issue was RAM and battery and that was replaced now still i am facing laptop stuck or error issue and already i talk to customer executives but they did no taking action i request u to replace my laptop 
793," Hello, I see you are looking for assistance. If you need our help, you can follow  and start a direct message with us and we will be happy to assist you. https://t.co/L49mU2V6MV"
794, No I need to be able to leave a review on your website without having to ask corporate for permission to install your bloatware on my laptop.
796,"RT :   is saying that after going to the service center, it will not be covered in the warranty and Dell…"
797,  people telling me to wait for another 2 days such an unprofessional services dell have so rude provider they are teling me that they did nothing so fraud https://t.co/xYje41LvE5
798," Dear Dell,
I purchased laptop last year Inspiron 3501 i5
Wifi signal catching strength became too low,it catches poor signal even after keeping my laptop updated according the new update cames. Now I use external wifi driver than its inbuilt wifi driver.Kindly help me!"
799, My order # is 579593375.  I called and got an email for Julie and the wrong case number.  Does  care at all? https://t.co/QDa1pWUwC1
800, Hi! I love  and I sent a message. I only follow certain people.
801,"RT :    
  Hello, the case number for my case is 154796397. It's been almost t…"
802," How many messages you want, I am not getting any reply than I have to post here. Otherwise it's not wish to post here."
803,"Thanks   for such nice servicing 🥵, literally see how badly your authorised service center handled the laptop back and after a month even screw came out.
HOPEFULLY MY NEXT LAPTOP WONT BE FROM SHITTY DELL https://t.co/DAUPYXFMIB"
804,"  . should start metering their twitter traffic.

They're still using this platform for advertising (note their accounts are still here) and as a support channel. 

They just don't want to pay for it. Right ?"
805, When I'll get back my invoice ?
806,"Dell is very much lacking in Customer Service ethics. There Customer Service is horrible. Totally disappointed. 
          #boycottdell #FraudAlert #BanDellInIndia"
807,"Premium Support Plus customer with a single broken key on an XPS 13 laptop contacted support on December 28, 2023. After five on-site visits, and several 3-5 hour remote support sessions…. (1/3)
 
#delldoesNOTcare"
808,   be careful with Dell orders-I got different low model but I paid more for the higher model and now Dell sales and support team said they can not do anything .I think   are better than 
809," 
 I Purchased Dell Inspiron 14 on 31 august, 2022 and it came with an offer Sennheiser Headset on additional payment of Rs 499. please note that I made the payment on 7th Nov, 2022. reference -DELL4045662. Where is the goodie ?"
810," No means No 
Sorry for being rude to you 
But dell Services has third-party technicians that offer the worst services. Seeing my previous issue, i would not be able to proceed with this "
811,Anyone have issues with the plastic frame on their computer screen?  Specifically the plastic near the hinges?  HInges work fine but Plastic is defective and cracks. Tried to work with  but they say there are no known issues so they wont fix it. 
812, Amazing solutions after 2 days of going through all steps;either upgrade harddisk for desktop which is not even year old or buy premium support.Basically u sold me almost non functional config which doesn't even run after factory reset. Kudos to u #poorcustomerservice https://t.co/6Mn3AGb2hG
813,  True
815, I like  and .
816,"  Hi Hisham,
Please DM your email ID and contact number so we can help you with this."
817,My Dell inspiron 15 3000 Touchpad is not working all drivers are updated please reply me a solution      https://t.co/cBv77Peutb
818, Recently I'm Buyed Dell Laptop 3511 I'm Facing Over Heating Problem I'm Submitted at Service centre Secunderabad Hyderabad You can Check   Please Get Me Replacement
819," My Dell Vostro is consuming alot of net in few seconds when it link it with wifi .
It is 8gb Ram and 1tb empty space still is running very slow .pl guide me ."
820, Ok. Done . plz check now to.mesg me
821, ok deleting the post
822, I told you you're blocked if you respond again without resolving the issue. Buh-bye.
823," No display!! Yes

 
Can someone from the team review and let Dell take accountability of the screen issues with Dell XPS 13 9360 laptop?

In my research, I found many users reporting the same issues. I spent a fortune for the laptop
https://t.co/36fmbcHhk5"
825," Dell please make a longer and stable hinge for the G3 15 model😐 

Had to change the whole body due to this issue"
826, I am looking for a battery replacement. Your authorised center is sending me to a third party.
827," Also, I have no clue how a new laptop's charger doesn't work when you take 15 days to customize and test the laptop and send it to a customer and the service team says oh sorry, we have to update the software! Please return the product. We will refund. 
Careless! Time is precious"
828, Hi I'm regular Dell product user for past 10 year. I am not getting proper response from  . I've raised issue on Nov 14th. Didn't get any response yet so far now. This is the 1st time I am experiencing  poor service from #Dell
830," I have sent you the service request number and service tag privately.
My laptop is not working for a month now, I have warranty for the product.
Requested for technical support and its a month now but it’s not fixed and also there is no response."
831,"RT :      What the Hell is this? Why Amazon is running such pathetic ""Partner…"
832, No one contacted me as of now . I talked to many of your customer care executives every one keeping of sharing another toll free number but no one made a proper reply. And I didn't not get order number after payment And wrote many mails for which I get only a preprogrammed reply
833, Is there a way to get your SMB team to stop calling me? My account manager calls me once a week to try to get me to buy something even though I have told her repeatedly that we are a small business that rarely purchases and to stop wasting our and her time.
834,"         

I have told you the problem ,now You tell your technical support Engineer Harish Kumar,who earlier dealt with my Laptop problem to talk to me."
835,"#Day20 #week3
SR # 155313357
Technician uploads pictures on 17/11 and everyone accross Dell only using those as benchmark to prove that I must pay. No one went beyond those pics.I don't believe those pics are of my laptop.What a pathetic CS. No help!!
#Dellnocare  "
836,"RT : I ordered a Dell Inspiron 16 from Dell website on 2nd December. 
Then they canceled the order on 6th December just after con…"
837,"RT :        
Once again I faced the same problem…"
838,"  the next day delivery parcel I have been waiting for since 8th. UPS tracking say Estimated delivery
Wednesday, December 14 between 12:00 - 16:00, just had a voice Mail saying it will be tomorrow. Will have to schedule a redelivery as need to go out."
839,"RT : next 48 hours nd they can't confirm tht the same issue will not occur agn with the same case
Without delivering the product…"
840," Your FRT on Twitter is Fabulous?

I really wish that would have been the same in the case Emails.

Case No: 157361629

#DellDoesntCares
 "
841, Thank you for the reply and I did send DM I hope this time my problem gets resolved.
842,"RT :  You don't need payment confirmation details you have the order right in front of you, tweet will be deleted…"
843,"RT : 🔋 Are you having problems with your #battery either holding a charge or not charging at all?

😷 Check the health of your bat…"
845, How much time will you take? Give me final date
846, I have a small crack at the hinge (not the screen) of my Dell Computer.  I messaged Dell on line and asked for repair (I have insurance.) They refused the repair - never said why - just denied.  Wow - not good Dell.  Why have your insurance if you won't honor it?
847, I have a Dell support request to repair my laptop and they dropped the ball. Now when I tagged   they quickly reached out to me to look into the case. I am not sharing details but a public forum to hold these corps responsible works and 🙌 for that
848,"Hey : I love your products but don't you think that you've gone too far with #tolerances? Ok, #laptops with tight #USB ports give a sense of quality, but this is hilarious... I've bought 6 laptops and I can hang them with a USB cable, they're so difficult to use!  https://t.co/ZBLvCPwElr"
849," As a follow-up, I note that  and I have exchanged several direct messages.  They asked me for my Service Tag / Express Service code and a copy of my invoice.  I provided these.  They went silent.  Yesterday they asked me to answer their customer feedback survey."
850, the laptop to be collected by DPD from  has just been delivered to my house 🤦‍♂️
851, Seeing how   or   doesn't seem to know how to be Professional I'm in... If I am lucky enough to win I can show dell the Sign Language I learned....  https://t.co/mf0sZCjC8r https://t.co/5QoECdfUOP
852, I have a small crack on the frame of my computer at the hinges.  Tried to get it fixed using the Dell insurance I carry.  No help at all with Dell on-line.  It's a small thing - glad I didn't have a major problem.  Almost adverserial on-line with me.  Terrible  
853,   I got a laptop customized. The keyboard is giving me trouble from the start and has been replaced twice by your team. But it is a recurring issue with no permanent solution. Pl assist and if the same cannot be fixed then pls have my laptop replaced.
854, These are work orders.....
856, Sir I want extended warranty
857,"    
We have also given the name of the parts by troubleshooting.But your Dell team is telling me to go to the service center which costs 2000 rupees.Did we buy Dell laptop for this day?Did we make a mistake in choosing Dell?"
858,     If bios is password protected DCU bios update will fail anyway
860, I have purchased Dell monitor model number E2016HV service tag number DSDQ4G3 . it's not turning on ... Please resolve ... I have raised complain many times but still not resolve... https://t.co/3r2FHVQnom
861, I did follow and it still will not allow me to respond to you
862,  Lol dell care .omg i remember how painfull i was .( what dell is telling is that u will enter a black hole with no end . Until u give up .
864, The video does not show anything changing though.
865, What information you need
866,  I also had the same issue but I messaged   on Instagram and got my problem solved. You can also do so now.
867,   be careful with Dell orders-I got different low model but I paid more for the higher model and now Dell sales and support team said they can not do anything .I think   are better than 
868, Will do thanks.
869,"Again gave all the relate info to the 5th rep, wait for their 5 mins background check, explained was being verified, this rep then just pushed me to another rep which is knew nothing about what happened.     #boycottdell "
870,"   
Can someone from the team review and let Dell take accountability of the screen issues with Dell XPS 13 9360 laptop?

In my research, I found many users reporting the same issues. I spent a fortune for the laptop
https://t.co/36fmbcHP9D"
872," No, I need corporate phone number to file a complaint. That’s what you can do for me"
873,"  Hi I’ve dmed you but haven’t received a reply, could you please reply to me"
876,"  i have sent you message(DM), requesting you to help me.


 
"
877, Should I buy a Samsung GalaxyBook2 Pro instead?  It's on a good Blackfriday offer.   you'll want a customer right?
878, I'm having trouble with your app? Won't load! https://t.co/KZYtWm72QC
879," Requested a call back for warranty extension and when I asked the representative to explain, he was in abuse mode, raised his voice and told me that I am arrogant! Wow what amazing support!!"
880,"   
Can someone from the team review and let Dell take accountability of the screen issues with Dell XPS 13 9360 laptop?

In my research, I found many users reporting the same issues. I spent a fortune for the laptop
https://t.co/36fmbcHP9D"
881," Inspiron 16 7610 trackpad is malfunctioning again after the replacement part was recently installed. I'm ready for a replacement laptop but not another Inspiron 16 7610.
#DELL"
882,RT :  Its very disappointed that what kind of product is sold by Dell its bought in Oct 2021 been just a year and I s…
883, please confirm about my refund. The laptop has already arrived at your factory. https://t.co/2hRke3AYVu
884," No number, you’re not helping me then. Goodbye."
885,"I had a problem with my bluetooth mouse for which i raised a complaint and was being constantly asked to provide new invoice from the seller, which i had already done. 
No help received.
Help please.
Service Request:155531889
  "
886, I need final delivery date. Share date with me.
887," check what? nothing works from you guys, all you do is deny your own issues that you created and broke my system that costs more than 4.5kUSD.
thanks dell"
889,"U r not out to help, but to shirk from ur responsibility under the cover of warranty period. I can't understand why Dell felt the need to sell second hand product under the brand name Nayasa? I am facing a problem for the second time in the past six months. https://t.co/iKifm2cYCj"
890,RT :   virtual promises are never fulfilled just try your best to enhance your capability for the be…
891,"     
Payment made - 13 Jan 2023
Order not generated on dell website
All details shared with https://t.co/rJ9k51oeg0.care.com
India_csb_care.com
Indiaconsumer.salesquery.com
Case ID 160490233"
892, Why did you lie to me when you stated the order was cancelled because the product was out of stock? This needs to be reprocessed.
894, I’m so done with dell support. For 6 months I’ve been trying to get my problem fixed with your overseas support center with ZERO results. Send me a technician or a new friggen computer! https://t.co/RDctFS51md
895, We're very sorry for this problem you've experienced with your Dell product! Please send a DM to our support teams   or give us a call on 0800 587 1456 so we can talk through your situation in greater detail
896,      I am generate a case for my dell inspiron 5410 on 20 Dec and you people give me time of 1st Feb 2023 my work IA suffered due to this what a pathetic service you people are given need support on priority https://t.co/zVC1rod2jz
897,    .  sold defective products to indian customers. #Dellcheated. My worse  experience with  https://t.co/g0ethgf7aJ https://t.co/eIwsEYmT2g https://t.co/nmgXxJBl0E
898, Sir i am regretting why i didn’t buy your product and wasted my money on   like cheap quality. Brand and now they are sayinh to pay me again
899,     I think they are giving company's 50%share along with laptop
900,Also  is closing cases on behalf of   /  this violates:
901, How to chat. I know only make a tweet. Can you send me a message?
902, Any update??? 
904,"     
Amount deducted 13 Jan 2023, Order not generated. 
Following up with almost 15 people at Dell India, Very Lethargic, god forsaken people. No response. Money looted. 
PLEASE NEVER EVER ORDER ON DELL WEBSITE. YOUR MONEY WANISH"
905," Dear Dell,
pls wake up and hv a lk at what you sales and customer team are doing. Shame on you guys for holding my money for 50dys &amp; making fool o/of myself. this shows hw is ur cstmr service &amp; wt priority that you guys give to cstmr.
Rfnc Number:-158006885 #dellcustomercaresucks"
906,".
     
sir help me 
 I have a problem with a Dell laptop since April, I contacted support, and the problem was not resolved. I went to three service centers and it didn't solve the problem. And now I ask to replace the laptop."
907, You want to teach people how to scam ?       how many consumers have you ripped off using a system designed to fail?
909,RT :              …
910, This product is not out of stock. Why are you lying to me? https://t.co/nS6j7lTEqp
911,   Ohhh no..ok...🙄
912,"      

Called customer care and narrated the issue 3 times.
Each time they hang up my call as soon as I have narrated the issue

(2/n)"
913," No, I'm looking to find out why you don't cover built in batteries in service agreements and why you want 48 hours to quote for one despite the fact that you are supposed to fix it tomorrow.

I know what the problem with the laptop is. I just need Dell to meet its obligations."
914," does Dell care? Nice handle, but haven’t experienced any care for my situation. DM’d service tag"
915, you see what i received. why do i need to fill out a form. you have all you need
916,"Hello    , I purchased Inspiron 14 5420 which has CPU of i5-1240P. based on data on your site, that this CPU supports VT-x &amp; ETP.
Task Mgr shows Virtualization enabled but when I run Intel Identification tool it shows VT-x &amp; EPT not enabled/supported .. Pls help https://t.co/zIyhx6rg1l"
917,  Have the same issue. Did you ever figure this out?
918, bot automatically DM me but working with Dell Social Media Support Team has leading me no where. It's a pointing finger games among your divisions and teams.
